12.5,12.5,0.13974,0,35.5,0
12.51,12.5,0.16308,0.0075655,35.51,0
12.525,12.501,-0.14905,0.018122,35.52,0.36472
12.515,12.503,-0.30256,0.0093291,35.518,0.87804
12.479,12.504,-0.53624,-0.001634,35.511,1.9987
12.43,12.503,-0.75179,-0.004792,35.506,3.4686
12.43,12.503,0,-0.0097858,35.498,0.12977
12.254,12.502,-1.1285,-0.016301,35.485,7.4342
12.14,12.5,-1.2714,-0.023686,35.446,9.5738
12.023,12.498,-1.3426,-0.031339,35.399,11.049
11.884,12.495,-1.3645,-0.040354,35.345,12.039
11.738,12.491,-1.381,-0.049896,35.27,13.011
11.591,12.486,-1.3607,-0.059475,35.193,13.475
11.459,12.48,-1.3768,-0.068163,35.093,14.376
11.316,12.473,-1.3545,-0.077632,34.981,14.781
11.188,12.465,-1.3725,-0.086111,34.856,15.689
11.06,12.457,-1.3682,-0.094696,34.729,16.271
10.93,12.447,-1.4144,-0.10345,34.587,17.638
10.93,12.437,0,-0.11307,34.436,3.711
10.643,12.425,-1.589,-0.12318,34.267,22.097
10.485,12.413,-1.6848,-0.13433,34.083,24.76
10.322,12.4,-1.785,-0.14594,33.89,27.684
10.145,12.385,-1.8564,-0.15881,33.677,30.218
9.9647,12.369,-1.9187,-0.17209,33.454,32.644
9.778,12.352,-1.95,-0.18622,33.205,34.437
9.5747,12.333,-1.9785,-0.20201,32.931,36.279
9.3824,12.313,-1.9614,-0.21724,32.654,36.941
9.1851,12.291,-1.9129,-0.23328,32.359,36.87
8.9879,12.268,-1.9269,-0.24991,32.038,38.27
8.7886,12.243,-1.9192,-0.26711,31.71,39.149
8.5888,12.216,-1.8207,-0.28495,31.363,37.872
8.5888,12.188,0,-0.3013,31.002,10.819
8.2493,12.158,-1.7729,-0.31803,30.603,38.402
8.068,12.126,-1.7159,-0.3363,30.214,37.971
7.8864,12.092,-1.6233,-0.35547,29.802,36.775
7.7222,12.057,-1.5659,-0.37407,29.371,36.244
7.5638,12.019,-1.5292,-0.39286,28.932,36.106
7.4175,11.98,-1.5354,-0.4112,28.49,36.76
7.2694,11.939,-1.5448,-0.43058,28.034,37.474
7.1123,11.896,-1.5047,-0.4518,27.565,37.183
6.9637,11.851,-1.477,-0.47315,27.086,37.08
6.8097,11.803,-1.1476,-0.4965,26.584,31.289
6.6898,11.754,-0.63097,-0.51725,26.081,23.476
6.6287,11.702,-0.078164,-0.53261,25.577,16.801
6.6282,11.649,0.38178,-0.5417,25.081,12.348
6.6612,11.595,0.77092,-0.54735,24.585,9.3043
6.7431,11.54,0.92041,-0.54736,24.096,7.9998
6.8325,11.485,1.0126,-0.54591,23.618,7.0941
6.9267,11.431,1.117,-0.54309,23.158,6.2178
7.0322,11.376,1.4217,-0.53793,22.717,4.8284
