30,30,-0.13743,0,35.5,0.33743
30,30,0,-0.0026329,35.5,0
29.981,30,-0.047535,-0.0031083,35.505,0.13831
29.981,29.999,0,-0.0036359,35.504,0.029517
29.981,29.999,0,-0.0059203,35.502,0.023923
29.949,29.998,-0.049088,-0.0084293,35.512,0.19847
29.949,29.998,0,-0.0085484,35.507,0.083251
29.949,29.997,0,-0.0085209,35.502,0.081526
29.936,29.996,-0.00031829,-0.010094,35.495,0.10287
29.936,29.995,0,-0.0090399,35.489,0.10237
29.948,29.994,0.019722,-0.007843,35.487,0.03727
29.948,29.993,0,-0.0086649,35.482,0.075779
29.948,29.992,0,-0.0073569,35.478,0.076814
29.952,29.992,-0.0091264,-0.0067151,35.484,0.087705
29.952,29.991,0,-0.0076095,35.48,0.064407
29.952,29.99,0,-0.0076733,35.476,0.062688
29.952,29.989,0,-0.0073511,35.472,0.06179
29.951,29.989,-0.045382,-0.0063038,35.471,0.16683
29.951,29.988,0,-0.0069127,35.467,0.060903
29.946,29.987,-0.062478,-0.0069927,35.458,0.21583
29.946,29.987,0,-0.0065817,35.454,0.0699
29.946,29.986,0,-0.0085602,35.45,0.064254
29.946,29.985,0,-0.0084532,35.446,0.062707
29.946,29.984,0,-0.0096509,35.442,0.058378
29.946,29.983,0,-0.0095058,35.438,0.05669
29.921,29.982,-0.018226,-0.010427,35.43,0.14617
29.92,29.981,-0.01558,-0.010413,35.419,0.13992
29.92,29.98,0,-0.010663,35.413,0.10231
29.92,29.979,0,-0.010262,35.407,0.10095
29.913,29.978,-0.043621,-0.011117,35.384,0.21306
29.902,29.977,-0.029326,-0.0128,35.383,0.19649
29.902,29.976,0,-0.012492,35.376,0.12714
29.902,29.975,0,-0.011918,35.369,0.12578
29.902,29.973,0,-0.012889,35.361,0.12112
29.892,29.972,-0.034168,-0.013652,35.352,0.21677
29.892,29.971,0,-0.014945,35.344,0.13188
29.871,29.969,-0.019496,-0.016693,35.324,0.21345
29.877,29.968,-0.024389,-0.015405,35.319,0.21155
29.877,29.966,0,-0.014837,35.31,0.15329
29.875,29.965,-0.0011166,-0.015221,35.313,0.15588
29.875,29.963,0,-0.013717,35.305,0.15352
29.875,29.962,0,-0.013987,35.296,0.15
29.875,29.96,0,-0.014176,35.287,0.14662
29.875,29.959,0,-0.013104,35.279,0.14602
29.875,29.958,0,-0.011582,35.271,0.14665
29.875,29.956,0,-0.012867,35.262,0.14132
29.875,29.955,0,-0.013271,35.254,0.1377
29.875,29.954,0,-0.01417,35.246,0.1329
29.856,29.952,-0.039683,-0.016386,35.238,0.25809
29.856,29.951,0,-0.015755,35.228,0.16258
29.856,29.949,0,-0.016657,35.219,0.15721
29.856,29.947,0,-0.016782,35.21,0.1534
29.856,29.946,0,-0.017878,35.201,0.1474
29.83,29.944,-0.049501,-0.01951,35.194,0.31534
29.83,29.942,0,-0.021236,35.183,0.18803
29.83,29.94,0,-0.019526,35.172,0.18738
29.83,29.938,0,-0.019962,35.161,0.18223
29.83,29.936,0,-0.021076,35.15,0.17547
29.83,29.934,0,-0.020046,35.14,0.17331
29.814,29.932,0.016789,-0.020175,35.13,0.16458
29.814,29.93,0,-0.020573,35.119,0.19706
29.814,29.928,0,-0.018384,35.107,0.19765
29.814,29.926,0,-0.018512,35.096,0.19343
29.828,29.924,0.074037,-0.016521,35.096,0.011676
29.841,29.922,0.076562,-0.01402,35.08,0
29.849,29.921,0.082658,-0.012333,35.075,0
29.849,29.92,0,-0.01076,35.068,0.12339
29.855,29.919,0.050425,-0.010891,35.061,0.0033035
29.853,29.918,0.03393,-0.011066,35.046,0.037757
29.853,29.917,0,-0.011962,35.04,0.10533
29.853,29.915,0,-0.012954,35.033,0.10065
29.833,29.914,0.022898,-0.013966,35.04,0.08893
29.833,29.913,0,-0.014528,35.032,0.13447
29.833,29.911,0,-0.013563,35.024,0.13355
29.829,29.91,0.014268,-0.013874,35.004,0.1062
29.822,29.908,0.032722,-0.014945,34.987,0.077538
29.817,29.907,0.02653,-0.015476,34.986,0.095685
29.817,29.905,0,-0.016407,34.977,0.14807
29.817,29.904,0,-0.01547,34.968,0.14669
29.817,29.902,0,-0.014568,34.96,0.14543
29.817,29.901,0,-0.012995,34.951,0.14587
29.829,29.899,0.095615,-0.012187,34.943,0
29.829,29.898,0,-0.01171,34.936,0.11872
29.829,29.897,0,-0.010829,34.929,0.1182
29.842,29.896,0.12381,-0.0093114,34.917,0
29.842,29.895,0,-0.0066603,34.912,0.095369
29.842,29.894,0,-0.0042758,34.906,0.099222
29.884,29.894,0.11997,-0.0017629,34.918,0
29.884,29.894,0,0.00042783,34.917,0.021504
29.884,29.894,0,0.00051327,34.916,0.021775
29.884,29.894,0,0.0034903,34.915,0.02824
29.884,29.894,0,0.0046355,34.914,0.031422
29.884,29.895,0,0.0065183,34.913,0.036442
29.944,29.895,0.029361,0.0084069,34.935,0
29.944,29.896,0,0.0084183,34.94,0
29.944,29.897,0,0.00946,34.944,0
29.94,29.898,-0.026703,0.0072988,34.951,0
29.94,29.899,0,0.0052027,34.955,0
29.929,29.899,-0.027216,0.0051343,34.97,0.0085059
29.935,29.9,-0.0017238,0.0061343,34.965,0
29.935,29.9,0,0.0046269,34.969,0
29.934,29.901,-0.017476,0.0057785,34.974,0
29.924,29.901,-0.021165,0.0038721,34.982,0.007659
29.924,29.902,0,0.0022207,34.984,0
29.901,29.902,-0.071852,-0.00020358,34.981,0.16626
29.901,29.902,0,-0.0025531,34.981,0
29.901,29.902,0,-0.0040886,34.981,0
29.901,29.901,0,-0.0051773,34.981,0
29.862,29.901,-0.076638,-0.0066644,34.985,0.24633
29.86,29.9,-0.072213,-0.0069019,34.991,0.2376
29.856,29.899,-0.070197,-0.0075638,34.977,0.23942
29.856,29.899,0,-0.0094261,34.972,0.068865
29.856,29.898,0,-0.0095808,34.968,0.066572
29.832,29.897,-0.057322,-0.011095,34.963,0.24415
29.832,29.896,0,-0.010993,34.957,0.10739
29.832,29.895,0,-0.01206,34.951,0.10274
29.832,29.893,0,-0.012525,34.945,0.099196
29.823,29.892,-0.014934,-0.012011,34.946,0.15211
29.823,29.891,-0.009048,-0.011767,34.938,0.13624
29.823,29.89,0,-0.012508,34.931,0.11194
29.823,29.888,0,-0.011004,34.925,0.11263
29.824,29.887,0.047771,-0.011016,34.904,0.0088997
29.831,29.886,0.068017,-0.0095788,34.903,0
29.831,29.885,0,-0.0076979,34.897,0.096238
29.831,29.885,0,-0.005379,34.892,0.099725
29.86,29.884,0.063074,-0.0041918,34.897,0
29.86,29.884,0,-0.0045835,34.894,0.039286
29.874,29.883,0.082252,-0.0015528,34.896,0
29.88,29.883,0.076454,-0.0005836,34.891,0
29.88,29.883,0,-0.00060371,34.891,0.0055257
29.88,29.883,0,0.0019415,34.891,0.010779
29.88,29.883,0,0.0031245,34.89,0.013689
29.88,29.883,0,0.005422,34.89,0.019232
29.919,29.884,0.11642,0.0061719,34.89,0
29.936,29.885,0.02491,0.0090035,34.892,0
29.936,29.885,0,0.008774,34.897,0
