10,10,-2.6659,0,0,37.733
9.7254,10,-2.6402,6.7,35.492,132.91
9.4593,10.67,-2.4004,6.7,35.425,132.04
9.2222,11.34,-2.2939,-0.12654,35.257,40.724
8.9918,11.327,-2.1787,-0.1409,35.027,39.011
8.7674,11.313,-2.1272,-0.15515,34.785,39.052
8.5571,11.298,-2.0765,-0.16892,34.516,39.022
8.348,11.281,-2.0373,-0.18299,34.227,39.283
8.1491,11.263,-2.0125,-0.19681,33.922,39.828
7.9456,11.243,-1.9722,-0.2114,33.594,40.005
7.746,11.222,-1.9555,-0.22612,33.257,40.73
7.5539,11.199,-1.9181,-0.24079,32.907,40.881
7.3562,11.175,-1.8276,-0.25654,32.528,39.799
7.1819,11.149,-1.6988,-0.27128,32.133,37.765
7.017,11.122,-1.5701,-0.28588,31.728,35.803
6.8665,11.094,-1.4191,-0.30001,31.312,33.438
6.7328,11.064,-1.315,-0.31358,30.88,32.004
6.5964,11.032,-1.2607,-0.32767,30.452,31.546
6.4783,11,-1.2312,-0.34098,30.012,31.429
6.3529,10.965,-1.2582,-0.35559,29.556,32.362
6.2301,10.93,-1.2589,-0.37084,29.08,32.784
6.1026,10.893,-1.2291,-0.38674,28.615,32.661
5.9698,10.854,-1.2624,-0.40398,28.133,33.707
5.8422,10.814,-1.2637,-0.42181,27.635,34.112
5.7071,10.772,-1.2943,-0.44106,27.131,35.094
5.5738,10.727,-1.4176,-0.46097,26.624,37.889
5.4402,10.681,-1.5887,-0.482,26.106,41.846
5.2806,10.633,-1.7098,-0.50678,25.574,45.065
5.1168,10.582,-1.8711,-0.5334,25.031,49.436
4.9295,10.529,-2.0201,-0.56365,24.484,53.891
4.7308,10.473,-2.1083,-0.59744,23.914,56.926
4.5165,10.413,-2.1166,-0.63504,23.332,57.83
4.2953,10.35,-2.1153,-0.6756,22.743,28.591
4.0904,10.282,-2.0924,-0.71734,22.137,28.413
3.8732,10.21,-1.961,-0.76353,21.519,28.299
3.6741,10.134,-1.7513,-0.81092,20.887,50.248
3.5086,10.053,-1.542,-0.85861,20.229,45.433
3.3469,9.9669,-1.3602,-0.90872,19.572,41.503
3.2197,9.876,-1.1959,-0.95812,18.904,37.944
3.0982,9.7802,-1.0987,-1.0096,18.24,35.726
2.9841,9.6793,-1.046,-1.0636,17.574,34.261
2.8763,9.5729,-0.99045,-1.121,16.902,32.67
2.7836,9.4608,-0.91049,-1.1785,16.243,30.595
2.7009,9.343,-0.79962,-1.2382,15.585,28.013
2.6218,9.2192,-0.67368,-1.3035,14.915,25.253
2.5534,9.0888,-0.57663,-1.3698,14.257,22.94
2.4925,8.9518,-0.51164,-1.4382,13.608,21.052
2.447,8.808,-0.45377,-1.508,12.962,19.202
2.3958,8.6572,-0.40922,-1.5814,12.334,17.547
2.3577,8.4991,-0.38898,-1.6565,11.71,16.1
2.3155,8.3334,-0.37261,-1.736,11.099,14.695
2.2771,8.1598,-0.35338,-1.8173,10.502,13.26
2.2503,7.9781,-0.36114,-1.8941,9.9299,12.064
2.2067,7.7887,-0.35892,-1.983,9.3597,10.803
2.1735,7.5904,-0.36847,-2.0679,8.8104,9.6456
2.138,7.3836,-0.3619,-5.2,8.2759,2.2104
2.1049,6.8636,-0.34802,-5.2,7.7777,1.1596
2.08,6.3436,-0.34464,-5.2,7.333,0.089761
2.0469,5.8236,-0.37761,-8.8,6.9212,0
2.0066,4.9436,-0.44702,-8.8,6.5805,0
1.9663,4.0636,-0.56092,-8.8,6.3374,0
1.9026,3.1836,-0.73843,-8.8,6.1649,0
1.8331,2.3036,-0.90633,-8.8,6.0781,0
1.7355,1.4236,-1.046,1.8512,6.072,12.257
1.6405,1.6087,-1.1593,0.15411,6.0923,3.7269
1.5287,1.6241,-1.2517,-0.012715,6.0795,3.4971
1.4088,1.6229,-1.2941,-0.028595,6.0651,3.7573
1.2784,1.62,-1.3273,-0.045831,6.0426,4.0141
1.14,1.6154,-1.3705,-0.064447,5.9932,4.2976
1.0087,1.609,-1.3751,-0.082182,5.9418,4.4933
0.87126,1.6008,-1.3625,-0.10101,5.8815,4.6607
0.73774,1.5906,-1.257,-0.12007,5.7987,4.6364
0.61689,1.5786,-1.0551,-8.8,5.7059,0
0.50371,0.69864,-0.80561,-0.80561,5.6411,0.39962
0.42292,0.61808,-0.55048,-0.55048,5.6225,0.40008
0.37472,0.56303,-0.29443,-0.29443,5.594,0.38605
0.35356,0.53359,-0.143,-0.143,5.5817,0.38918
0.34056,0.51929,-0.099226,-0.099226,5.5674,0.3859
0.32213,0.50937,-0.074505,-0.074505,5.5485,0.40503
0.32042,0.50192,-0.011665,-0.011665,5.5261,0.39152
0.31084,0.50075,0.22822,0.22822,5.5174,0.40887
0.32391,0.52357,0.69453,0.69453,5.4887,0.42794
0.39642,0.59303,1.3209,1.3209,5.4591,0.41828
0.5218,0.72512,1.9753,1.9753,5.4334,0.43083
