5.8333,5.8333,1.5826,0,35.5,1.6677
5.9968,5.8333,1.6461,7.8,35.498,44.58
6.1651,6.6133,1.8728,6.7,35.485,34.182
6.3611,7.2833,1.8383,6.7,35.424,37.333
6.5535,7.9533,1.8485,6.7,35.316,39.964
6.7312,8.6233,1.9593,6.7,35.144,41.35
6.7312,9.2933,0,6.7,34.921,78.719
6.7312,9.9633,0,6.7,34.631,83.459
6.7312,10.633,0,-0.19095,34.274,13.021
7.5912,10.614,2.6235,-0.17818,34.045,2.9033
7.8598,10.596,2.6246,-0.1633,33.754,2.909
8.1197,10.58,2.5058,-0.14845,33.494,2.7152
8.3618,10.565,2.3475,-0.13432,33.257,2.4392
8.5979,10.552,2.1102,-0.12023,33.04,2.0096
8.8029,10.54,1.8473,-0.10777,32.849,1.5643
8.8029,10.529,0,-0.096735,32.676,4.5437
8.8029,10.519,0,-0.086806,32.504,4.5605
9.2524,10.511,0.7095,-0.079623,32.401,0.98417
9.3249,10.503,0.29474,-0.074909,32.286,1.7294
9.3249,10.495,0,-0.072472,32.169,2.8128
9.3542,10.488,-0.56367,-0.07284,32.06,6.0782
9.2988,10.481,-0.89246,-0.076331,31.943,9.2386
9.2988,10.473,0,-0.082567,31.825,2.7819
9.0899,10.465,-1.4389,-0.089874,31.679,17.278
8.9508,10.456,-1.536,-0.099027,31.535,19.609
8.7952,10.446,-1.5143,-0.10944,31.372,20.072
8.7952,10.435,0,-0.11914,31.207,4.1311
8.4983,10.423,-1.1293,-0.12967,31.023,15.668
8.3782,10.41,-0.55326,-0.13822,30.817,9.6124
8.3238,10.396,0.40178,-0.14229,30.619,3.5443
8.3543,10.382,1.5967,-0.14059,30.41,1.4819
8.5178,10.368,2.7477,-0.12948,30.211,3.8076
8.7999,10.355,3.6468,-0.10972,30.039,8.276
8.7999,10.344,0,-0.083768,29.884,3.9782
9.5784,10.336,4.0702,-0.054025,29.801,13.251
9.9879,10.33,3.6686,-0.024492,29.738,12.033
10.353,10.328,3.301,0.022597,29.715,10.642
10.677,10.33,2.868,0.30927,29.742,6.3517
10.961,10.361,2.3657,0.53348,29.799,2.7936
11.205,10.414,1.7615,0.69833,29.863,0.035162
11.391,10.484,1.1388,0.79372,29.957,0
11.496,10.564,0.52337,0.80797,30.041,0
11.551,10.644,0.099758,0.7781,30.123,0
11.558,10.722,-0.13475,0.70978,30.209,0.52347
11.54,10.793,-0.27199,0.62868,30.291,1.0796
11.51,10.856,-0.4235,0.54694,30.369,1.7905
11.468,10.911,-0.55526,0.46281,30.423,2.4754
11.407,10.957,-0.71677,0.37128,30.472,3.4457
11.326,10.994,-0.77741,0.27274,30.504,3.7479
11.238,11.021,-0.72406,0.17773,30.527,3.2325
11.167,11.039,-0.55596,0.10419,30.536,2.108
11.116,11.05,-0.44868,0.054198,30.536,1.5197
11.069,11.055,-0.35767,0.011453,30.54,1.0978
11.033,11.056,-0.30428,-0.0016822,30.537,0.94311
10.996,11.056,-0.31389,-0.0044402,30.531,1.077
10.972,11.056,-0.36877,-0.0061587,30.52,1.3661
10.972,11.055,0,-0.0094978,30.512,0.15233
10.972,11.054,0,-0.012632,30.503,0.14328
10.834,11.053,-0.59997,-0.016191,30.472,2.9817
10.834,11.051,0,-0.019922,30.45,0.4221
10.834,11.049,0,-0.024979,30.429,0.40493
10.834,11.047,0,-0.03104,30.407,0.38434
10.546,11.043,-0.91523,-0.037022,30.347,6.4158
10.546,11.04,0,-0.044163,30.298,1.0138
10.356,11.035,-0.81857,-0.050818,30.231,6.3017
10.274,11.03,-0.64989,-0.056727,30.163,5.229
10.218,11.025,-0.5738,-0.060733,30.077,4.8522
10.218,11.019,0,-0.064847,29.996,1.7534
10.119,11.012,-0.31128,-0.067816,29.903,3.473
10.082,11.005,-0.056047,-0.070431,29.814,2.3092
10.084,10.998,0.27046,-0.070055,29.722,1.1836
